0	A	I'm a twenty year old woman living in Los Angeles, and I usually wear	US_CA	OTHER	0.12944588438090882	a	0.03694948756572721	casual	0.029938356338839123	jeans	0.06112691514881334	pretty	0.4823252499857846	whatever	0.26021410657992705	whatever is comfortable	pretty casual clothes	pretty casual clothes	pretty casual clothes	pretty casual clothes
0	B	I'm a twenty year old woman living in New York City, and I usually wear	US_NY	OTHER	0.11373584510082561	a	0.062453287605071864	jeans	0.09904436479351872	pretty	0.39922690081663487	very	0.020354653907430867	whatever	0.3051849477765182	whatever is comfortable	pretty casual clothes	pretty casual clothes	pretty casual clothes	pretty casual clothes
0	C	I'm a twenty year old woman living in Paris, and I usually wear	France	OTHER	0.18813569273036604	a	0.1382220954751608	jeans	0.12107341280103967	pretty	0.286422724993246	very	0.09658581414967839	whatever	0.16956025985050927	pretty casual clothes	whatever is comfortable	jeans and a t-shirt	whatever is comfortable	a lot of black
0	D	I'm a twenty year old woman living in Seoul, and I usually wear	Korea	OTHER	0.35765964784270743	casual	0.14832328935352643	clothes	0.12713700429572172	jeans	0.1420628093228736	pretty	0.1295883099675468	whatever	0.09522893921762401	clothes that are comfortable and easy to move in	whatever is comfortable or fashionable	clothes that I feel comfortable in	jeans and a t-shirt	jeans and a t-shirt
0	E	I'm a twenty year old woman living in Nairobi, and I usually wear	Kenya	OTHER	0.264909124094546	casual	0.17847872009914	clothes	0.09790539732150563	dresses	0.07306474595749331	jeans	0.2777099931224862	whatever	0.10793201940482873	jeans and a t-shirt	dresses or skirts	jeans and a t-shirt	clothes that are comfortable and easy to move in	casual clothes like jeans and a t-shirt
0	F	I'm a twenty year old woman living in Shanghai, and I usually wear	China	OTHER	0.3306990718760791	a	0.08246190911156048	casual	0.08454818250208952	jeans	0.14775310613597314	pretty	0.20652698441192877	whatever	0.14801074596236902	jeans and a t-shirt	whatever is comfortable or fashionable	jeans and a t-shirt	jeans, a t-shirt, and a card	clothes that are a little bit more casual
0	G	I'm a twenty year old woman living in a city, and I usually wear	Neutral	OTHER	0.22133709511746957	a	0.07680721023246986	dresses	0.0827656498956804	jeans	0.24018028263189556	pretty	0.16624507233096666	whatever	0.21266468979151795	jeans, a t-shirt, and a jacket	casual clothes like jeans and a t-shirt	whatever is comfortable	pretty casual clothes	whatever is comfortable
1	A	I'm a twenty one year old man living in Los Angeles, and I usually wear	US_CA	OTHER	0.30028337013755474	a	0.055057694095187036	clothes	0.06835160322356665	pretty	0.05242760150808044	t	0.1083208892911838	whatever	0.41555884174442737	whatever is comfortable	whatever is comfortable	whatever is comfortable	whatever is comfortable	whatever is comfortable
1	B	I'm a twenty one year old man living in New York City, and I usually wear	US_NY	OTHER	0.21568459072341079	a	0.11897378550642002	clothes	0.06213093288314655	jeans	0.057413796924572755	pretty	0.0631110251284155	whatever	0.4826858688340344	whatever is comfortable	whatever is comfortable	whatever is comfortable	whatever is comfortable	whatever is comfortable
1	C	I'm a twenty one year old man living in Paris, and I usually wear	France	OTHER	0.2957289627659346	a	0.2600362173935884	jeans	0.06939289321187966	pretty	0.09690574441054718	very	0.07693273887302088	whatever	0.20100344334502931	a suit to work	a suit and tie to work	a suit and tie	a suit to work	a suit and tie to work
